ID,SETUP,PUNCH,PIADA,len_setup,len_punch,len_piadas,ratio_setup_punch,setup_limpo,punch_limpo,n_palavras_setup,n_palavras_punch,carac_nao_alfab_setup,carac_nao_alfab_punch,tem_pergunta,tem_dialogo,diversidade_lexical
279,"O português vai ao cinema e pergunta ao bilheteiro: - Ó senhor, este filme tem legendas? - Tem sim, senhor."," - Ótimo, porque eu não falo cinema!","O português vai ao cinema e pergunta ao bilheteiro: - Ó senhor, este filme tem legendas? - Tem sim, senhor. - Ótimo, porque eu não falo cinema!",107,36,143,2.891891891891892,o portugues vai ao cinema e pergunta ao bilheteiro - o senhor este filme tem legendas? - tem sim senhor.,- otimo porque eu nao falo cinema!,20,7,4,2,True,True,0.7619047619047619
280,"O Joaquim estava a tentar estacionar o carro. Depois de 10 minutos, o Manuel grita: - Ó Joaquim, desiste, que esse espaço é para deficientes!"," - E eu sou deficiente, Manuel, deficiente em estacionar!","O Joaquim estava a tentar estacionar o carro. Depois de 10 minutos, o Manuel grita: - Ó Joaquim, desiste, que esse espaço é para deficientes! - E eu sou deficiente, Manuel, deficiente em estacionar!",141,57,198,2.4310344827586206,o joaquim estava a tentar estacionar o carro. depois de 10 minutos o manuel grita - o joaquim desiste que esse espaco e para deficientes!,- e eu sou deficiente manuel deficiente em estacionar!,25,9,5,2,False,True,0.8076923076923077
281,"O português entra numa padaria e pergunta: - Ó senhor, este pão é de hoje? - É sim, senhor, fresquinho!", - Fresquinho? Então por que está com cara de pão dormido?,"O português entra numa padaria e pergunta: - Ó senhor, este pão é de hoje? - É sim, senhor, fresquinho! - Fresquinho? Então por que está com cara de pão dormido?",103,58,161,1.7457627118644068,o portugues entra numa padaria e pergunta - o senhor este pao e de hoje? - e sim senhor fresquinho!,- fresquinho? entao por que esta com cara de pao dormido?,20,11,4,3,True,True,0.7142857142857143
282,"O Manuel vai ao médico e diz: - Doutor, acho que estou com problema de visão! - Por quê, senhor?"," - Porque toda vez que abro a carteira, não vejo nada!","O Manuel vai ao médico e diz: - Doutor, acho que estou com problema de visão! - Por quê, senhor? - Porque toda vez que abro a carteira, não vejo nada!",96,54,150,1.7454545454545454,o manuel vai ao medico e diz - doutor acho que estou com problema de visao! - por que senhor?,- porque toda vez que abro a carteira nao vejo nada!,20,11,4,2,True,True,0.8571428571428571
283,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, inventaram um carro que anda na água! - Na água? E como chama esse carro?"," - Submarino, Joaquim!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, inventaram um carro que anda na água! - Na água? E como chama esse carro? - Submarino, Joaquim!",131,22,153,5.695652173913044,o joaquim estava a contar para o manuel - sabes manuel inventaram um carro que anda na agua! - na agua? e como chama esse carro?,- submarino joaquim!,26,3,5,2,True,True,0.8148148148148148
284,"O português entra numa livraria e pergunta: - Ó senhor, tem livro de autoajuda? - Temos sim, senhor."," - Ótimo, porque eu não sei ajudar ninguém, nem a mim mesmo!","O português entra numa livraria e pergunta: - Ó senhor, tem livro de autoajuda? - Temos sim, senhor. - Ótimo, porque eu não sei ajudar ninguém, nem a mim mesmo!",100,60,160,1.639344262295082,o portugues entra numa livraria e pergunta - o senhor tem livro de autoajuda? - temos sim senhor.,- otimo porque eu nao sei ajudar ninguem nem a mim mesmo!,18,12,4,2,True,True,0.8421052631578947
285,"O Manuel estava a tentar consertar o rádio. A Maria chega e pergunta: - Ó Manuel, já consertaste o rádio? - Não, Maria, ele só toca músicas tristes!"," - Então deixa, que tristeza a gente já tem de sobra!","O Manuel estava a tentar consertar o rádio. A Maria chega e pergunta: - Ó Manuel, já consertaste o rádio? - Não, Maria, ele só toca músicas tristes! - Então deixa, que tristeza a gente já tem de sobra!",148,53,201,2.740740740740741,o manuel estava a tentar consertar o radio. a maria chega e pergunta - o manuel ja consertaste o radio? - nao maria ele so toca musicas tristes!,- entao deixa que tristeza a gente ja tem de sobra!,28,11,5,2,True,True,0.7241379310344828
286,"O português vai ao zoológico e pergunta ao guia: - Ó senhor, este leão é perigoso? - Perigoso, senhor, mas só se você entrar na jaula!"," - Entrar na jaula? Eu sou português, não sou doido!","O português vai ao zoológico e pergunta ao guia: - Ó senhor, este leão é perigoso? - Perigoso, senhor, mas só se você entrar na jaula! - Entrar na jaula? Eu sou português, não sou doido!",134,52,186,2.5283018867924527,o portugues vai ao zoologico e pergunta ao guia - o senhor este leao e perigoso? - perigoso senhor mas so se voce entrar na jaula!,- entrar na jaula? eu sou portugues nao sou doido!,26,10,4,3,True,True,0.7777777777777778
287,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um relógio à prova d’água! - E funciona bem, Joaquim?"," - Funciona, mas agora só sei as horas quando estou no banho!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um relógio à prova d’água! - E funciona bem, Joaquim? - Funciona, mas agora só sei as horas quando estou no banho!",119,61,180,1.9193548387096775,o joaquim estava a contar para o manuel - sabes manuel comprei um relogio a prova dagua! - e funciona bem joaquim?,- funciona mas agora so sei as horas quando estou no banho!,22,12,4,2,True,True,0.782608695652174
288,"O português entra numa loja de eletrônicos e pergunta: - Ó senhor, esta TV é smart? - É sim, senhor, muito inteligente! -", Inteligente? Então por que não me explica como pagar a conta de luz?,"O português entra numa loja de eletrônicos e pergunta: - Ó senhor, esta TV é smart? - É sim, senhor, muito inteligente! - Inteligente? Então por que não me explica como pagar a conta de luz?",121,69,190,1.7285714285714286,o portugues entra numa loja de eletronicos e pergunta - o senhor esta tv e smart? - e sim senhor muito inteligente! -,inteligente? entao por que nao me explica como pagar a conta de luz?,23,13,5,2,True,True,0.7083333333333334
289,"O Manuel estava a tentar abrir um cadeado. A Maria chega e diz: - Ó Manuel, usa a chave certa! - Chave certa?"," Eu estou a usar a minha força bruta, que é mais confiável!","O Manuel estava a tentar abrir um cadeado. A Maria chega e diz: - Ó Manuel, usa a chave certa! - Chave certa? Eu estou a usar a minha força bruta, que é mais confiável!",109,59,168,1.8166666666666667,o manuel estava a tentar abrir um cadeado. a maria chega e diz - o manuel usa a chave certa! - chave certa?,eu estou a usar a minha forca bruta que e mais confiavel!,23,12,5,1,True,True,0.7083333333333334
290,"O português vai ao médico e reclama: - Doutor, estou com um zumbido no ouvido! - Zumbido? E quando começou?", - Quando esqueci de desligar o rádio antes de dormir!,"O português vai ao médico e reclama: - Doutor, estou com um zumbido no ouvido! - Zumbido? E quando começou? - Quando esqueci de desligar o rádio antes de dormir!",107,54,161,1.9454545454545455,o portugues vai ao medico e reclama - doutor estou com um zumbido no ouvido! - zumbido? e quando comecou?,- quando esqueci de desligar o radio antes de dormir!,20,10,5,2,True,True,0.8571428571428571
291,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem vi um OVNI! - Um OVNI? E como era, Joaquim?"," - Era redondo, brilhante e dizia ‘Pizza Delivery’ na lateral!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem vi um OVNI! - Um OVNI? E como era, Joaquim? - Era redondo, brilhante e dizia ‘Pizza Delivery’ na lateral!",107,62,169,1.6984126984126984,o joaquim estava a contar para o manuel - sabes manuel ontem vi um ovni! - um ovni? e como era joaquim?,- era redondo brilhante e dizia pizza delivery na lateral!,22,10,5,2,True,True,0.782608695652174
292,"O português entra numa agência de viagens e pergunta: - Ó senhor, tem viagem barata para Paris? - Temos sim, senhor. - E inclui a Torre Eiffel?"," - Inclui, mas o senhor tem que subir a pé!","O português entra numa agência de viagens e pergunta: - Ó senhor, tem viagem barata para Paris? - Temos sim, senhor. - E inclui a Torre Eiffel? - Inclui, mas o senhor tem que subir a pé!",143,43,186,3.25,o portugues entra numa agencia de viagens e pergunta - o senhor tem viagem barata para paris? - temos sim senhor. - e inclui a torre eiffel?,- inclui mas o senhor tem que subir a pe!,27,10,6,2,True,True,0.8214285714285714
293,"O Manuel estava a tentar plantar uma árvore. A Maria chega e pergunta: - Ó Manuel, por que estás a cavar tão fundo?", - Porque quero que a árvore cresça até à Lua!,"O Manuel estava a tentar plantar uma árvore. A Maria chega e pergunta: - Ó Manuel, por que estás a cavar tão fundo? - Porque quero que a árvore cresça até à Lua!",115,46,161,2.4468085106382977,o manuel estava a tentar plantar uma arvore. a maria chega e pergunta - o manuel por que estas a cavar tao fundo?,- porque quero que a arvore cresca ate a lua!,23,10,3,2,True,True,0.7916666666666666
294,"O português vai ao restaurante e pergunta: - Ó garçom, esta sopa é de quê? - É de ervilha, senhor.", - Ervilha? Então por que tem gosto de sopa?,"O português vai ao restaurante e pergunta: - Ó garçom, esta sopa é de quê? - É de ervilha, senhor. - Ervilha? Então por que tem gosto de sopa?",98,44,142,2.1777777777777776,o portugues vai ao restaurante e pergunta - o garcom esta sopa e de que? - e de ervilha senhor.,- ervilha? entao por que tem gosto de sopa?,20,9,4,3,True,True,0.7142857142857143
295,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um cão de guarda! - E é bravo, Joaquim?", - Bravo? Ele late até para a sombra dele mesmo!,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um cão de guarda! - E é bravo, Joaquim? - Bravo? Ele late até para a sombra dele mesmo!",105,48,153,2.142857142857143,o joaquim estava a contar para o manuel - sabes manuel comprei um cao de guarda! - e e bravo joaquim?,- bravo? ele late ate para a sombra dele mesmo!,21,10,4,3,True,True,0.7727272727272727
296,"O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para dor de cabeça? - Tem sim, senhor."," - Ótimo, porque a minha cabeça está a doer de tanto pensar como pagar a conta!","O português entra numa farmácia e pergunta: - Ó senhor, tem remédio para dor de cabeça? - Tem sim, senhor. - Ótimo, porque a minha cabeça está a doer de tanto pensar como pagar a conta!",106,79,185,1.325,o portugues entra numa farmacia e pergunta - o senhor tem remedio para dor de cabeca? - tem sim senhor.,- otimo porque a minha cabeca esta a doer de tanto pensar como pagar a conta!,20,16,4,2,True,True,0.8095238095238095
297,"O Manuel estava a tentar consertar a bicicleta. A Maria chega e pergunta: - Ó Manuel, já consertaste a bicicleta?"," - Ainda não, Maria, acho que ela prefere ser triciclo!","O Manuel estava a tentar consertar a bicicleta. A Maria chega e pergunta: - Ó Manuel, já consertaste a bicicleta? - Ainda não, Maria, acho que ela prefere ser triciclo!",113,55,168,2.017857142857143,o manuel estava a tentar consertar a bicicleta. a maria chega e pergunta - o manuel ja consertaste a bicicleta?,- ainda nao maria acho que ela prefere ser triciclo!,20,10,3,2,True,True,0.7142857142857143
298,"O português vai ao dentista e pergunta: - Ó doutor, quanto custa tirar um dente? - Depende, senhor, se for com anestesia é mais caro."," - Anestesia? Eu sou português, aguento na raça!","O português vai ao dentista e pergunta: - Ó doutor, quanto custa tirar um dente? - Depende, senhor, se for com anestesia é mais caro. - Anestesia? Eu sou português, aguento na raça!",133,48,181,2.7142857142857144,o portugues vai ao dentista e pergunta - o doutor quanto custa tirar um dente? - depende senhor se for com anestesia e mais caro.,- anestesia? eu sou portugues aguento na raca!,25,8,4,3,True,True,0.8461538461538461
299,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem vi um filme de terror! - E assustaste-te, Joaquim?"," - Não, porque eu fechei os olhos na hora do medo!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, ontem vi um filme de terror! - E assustaste-te, Joaquim? - Não, porque eu fechei os olhos na hora do medo!",114,50,164,2.235294117647059,o joaquim estava a contar para o manuel - sabes manuel ontem vi um filme de terror! - e assustaste-te joaquim?,- nao porque eu fechei os olhos na hora do medo!,21,11,5,2,True,True,0.8181818181818182
300,"O português entra numa loja de móveis e pergunta: - Ó senhor, este sofá é confortável? - Muito, senhor, parece uma nuvem!"," - Nuvem? Então vou levar, mas só se não chover em cima!","O português entra numa loja de móveis e pergunta: - Ó senhor, este sofá é confortável? - Muito, senhor, parece uma nuvem! - Nuvem? Então vou levar, mas só se não chover em cima!",121,56,177,2.1228070175438596,o portugues entra numa loja de moveis e pergunta - o senhor este sofa e confortavel? - muito senhor parece uma nuvem!,- nuvem? entao vou levar mas so se nao chover em cima!,22,12,4,3,True,True,0.782608695652174
301,"O Manuel estava a tentar acender uma fogueira. A Maria chega e pergunta: - Ó Manuel, já conseguiste acender o fogo?"," - Ainda não, Maria, este fósforo é tão teimoso que não quer pegar!","O Manuel estava a tentar acender uma fogueira. A Maria chega e pergunta: - Ó Manuel, já conseguiste acender o fogo? - Ainda não, Maria, este fósforo é tão teimoso que não quer pegar!",115,67,182,1.6911764705882353,o manuel estava a tentar acender uma fogueira. a maria chega e pergunta - o manuel ja conseguiste acender o fogo?,- ainda nao maria este fosforo e tao teimoso que nao quer pegar!,21,13,3,2,True,True,0.7272727272727273
302,"O português vai ao médico e diz: - Doutor, acho que estou invisível! - Invisível? Por quê, senhor?", - Porque ninguém me dá atenção!,"O português vai ao médico e diz: - Doutor, acho que estou invisível! - Invisível? Por quê, senhor? - Porque ninguém me dá atenção!",98,32,130,2.9696969696969697,o portugues vai ao medico e diz - doutor acho que estou invisivel! - invisivel? por que senhor?,- porque ninguem me da atencao!,18,6,5,2,True,True,0.8421052631578947
303,"O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um papagaio que fala! - E o que ele diz, Joaquim?"," - Só repete ‘Ora pois, ora pois’ o dia todo!","O Joaquim estava a contar para o Manuel: - Sabes, Manuel, comprei um papagaio que fala! - E o que ele diz, Joaquim? - Só repete ‘Ora pois, ora pois’ o dia todo!",115,45,160,2.5,o joaquim estava a contar para o manuel - sabes manuel comprei um papagaio que fala! - e o que ele diz joaquim?,- so repete ora pois ora pois o dia todo!,23,10,4,2,True,True,0.75
